tweet,retweetsCount,favoritesCount
"7 апреля намечается вывоз ракеты на «Гагаринский» стартовый комплекс космодрома Байконур http://t.co/SiCcgmFKym http://t.co/T5KG1GIfVd",13,6
"Из французской Гвианы стартует российский 'Союз' http://t.co/En22wQsbpd",13,5
"На космодроме Байконур продолжается подготовка к запуску транспортного грузового корабля «Прогресс М-23М» http://t.co/hPgZPfxu9X",8,2
"Экипаж ТПК «Союз ТМА-12М» перешёл на борт Международной космической станции. http://t.co/FWJ3NduNgZ",15,4
"ТПК «Союз ТМА-12М» пристыковался к Международной космической станции. http://t.co/kgSIU405B4",7,4
"Роскосмос провел мониторинг предположительных районов крушения самолета Boeing-777 компании Malaysian Airlines. http://t.co/MrVI30j5Pu",7,1
"Руководитель Федерального космического агентства посетил космодром «Восточный». http://t.co/X4JUFnKVpN",5,2
"Пуск РКН 'Союз-ФГ' с ТПК 'Союз ТМА-12М' (фото). http://t.co/m0u9k85Ozq",29,13
"Ракета «Союз-ФГ» с пилотируемым кораблем «Союз ТМА-12М» стартовала с космодрома Байконур. http://t.co/BLF1UqThsV",10,5
"А.Скворцов, О.Артемьев и С.Свонсон занял свои места в корабле «Союз ТМА-12М». Пуск РКН «Союз-ФГ» с ТПК «Союз ТМА-12М» в 01.17мск 26 марта.",1,0
"Прямая трансляция пуска РКН 'Союз-ФГ'  с ТПК 'Союз ТМА-12М'. http://t.co/MgFzG2a5ok",5,1
"Госкомиссия приняла решение о заправке РКН «Союз-ФГ» компонентами топлива. http://t.co/8nn0gYfXk1",5,1
"Спутник «Глонасс-М» успешно выведен на орбиту и принят на управление. Это 29-й аппарат системы ГЛОНАСС в космосе. http://t.co/ZM4uAhDoXo",12,4
"Произведен успешный пуск ракеты космического назначения 'Союз-2.1б' с космическим аппаратом 'Глонасс-М' http://t.co/4oPJ57ZQpw",12,0
"Ракета-носитель доставлена на «Гагаринский старт» и установлена в стартовую систему http://t.co/YkTzKj3MuQ",8,2
"Представители Роскосмоса и организаций РКП обсудили вопросы экологической безопасности http://t.co/EgJFNDV6U1",1,0
"Государственная комиссия должна принять решение о вывозе ракеты на стартовый комплекс http://t.co/2ZGIfZ95Cz",3,1
"Телестудия Роскосмоса, репортаж с космодрома Байконур: «Союз», канун старта» http://t.co/c2acn2GleD",7,4
"Подготовка к старту ТПК «Союз ТМА-12М» на космодроме Байконур вступает в завершающую фазу. http://t.co/CTFdtKto90",10,4
"В Центре подготовки космонавтов прошла конференция по предотвращению ошибочных действий авиационного персонала. http://t.co/k63orPvsfv",10,8
"Пуск РКН «Союз-ФГ» с пилотируемым кораблем «Союз ТМА-12М» запланирован на 01.17 мск 26 марта http://t.co/4p3J8jnaxo",6,5
"На Байконуре прошла установка головного обтекателя на корабль «Союз ТМА-12М», запуск которого состоится 26 марта 2014 http://t.co/zBX01XZl3V",18,9
"Руководитель Роскосмоса с рабочим визитом посетил «ЦСКБ-Прогресс» http://t.co/vqxDi0u91T",5,2
